document_id,title,publish_date,session,authors,ctr,category,tags,views,depth,full_reads_percent
620a23ce9a79476e3d9a0cfaK4qDGWvNScK0smrG15qPDw,"['партнер', 'гордеев', 'получить', 'торги', 'крупный', 'месторождение', 'золото']",2022-02-14 12:48:55,K4qDGWvNScK0smrG15qPDw,['5878a7419a7947e8386fc46e'],1.101,540d5eafcbb20f2524fc0509,"['55b8acec9a7947303fa95eb2', '545f5ca6cbb20fc4d97d5a77', '559294179a794751dc83a0d8']",16923,1.139,32.902
623b90669a794782fab0a94db_R7a3eTQnuQ3NxASECyFw,"['сантиметр', 'оон', 'принять', 'резолюция', 'россия', 'украина']",2022-03-23 21:32:39,b_R7a3eTQnuQ3NxASECyFw,['5bfd1d039a794755995093f8'],4.947,5409f11ce063da9c8b588a12,"['5409f1bee063daa0f408aed6', '5409f1b7e063daa0f408aec5', '5409f15de063daa0f408ada8']",317539,1.095,35.192
6206fbe99a79479f33f63a64i1jJy-JAQj6C-e1Me8fCIw,"['снбо', 'украина', 'ввести', 'санкция', 'против', 'компания', 'газпроммедиа', 'учредитель']",2022-02-12 00:45:49,i1jJy-JAQj6C-e1Me8fCIw,[],0.0,5409f11ce063da9c8b588a12,"['61a502c19a7947a816b1971b', '55e04a349a7947b6eb9d4f7f', '5409f294e063daa0f408b111', '54610950cbb20f25fbaf36bd']",2921,1.139,36.905
62791fb39a794778517c79d0fMKNFcUZTJyl4IY8rZm23Q,"['власть', 'праго', 'лишить', 'маршал', 'конева', 'звание', 'почетный', 'гражданин']",2022-05-09 14:33:41,fMKNFcUZTJyl4IY8rZm23Q,['606dbb339a7947bd8e80a947'],2.174,5409f11ce063da9c8b588a12,"['5439d1fccbb20f0850116006', '551ac9ad9a7947f65c4cbca5', '5a177dae9a7947293db8876f', '586a478e9a7947a6ce3faccc', '54eca6279a79476af92abd56', '545e78b7cbb20f9974e104ef']",3699,1.035,24.223
628038549a794784676a7f20nZKBhBY9T72gCAj08HfXyw,"['кулеб', 'назвать', 'задача', 'доставка', 'больший', 'число', 'оружие', 'украина']",2022-05-14 23:40:47,nZKBhBY9T72gCAj08HfXyw,[],0.0,5409f11ce063da9c8b588a12,"['59e769989a794784016d9ec9', '5409f1c0e063daa0f408aedd', '5409f15de063daa0f408ada8']",5299,1.063,41.744
624b52ac9a794715ae399286j-nmfP9wSBWKmdUxOZt5xQ,"['небензя', 'назвать', 'беспрецедентный', 'отказ', 'заседание', 'совбез', 'оон', 'буча']",2022-04-04 21:17:42,j-nmfP9wSBWKmdUxOZt5xQ,[],0.0,5409f11ce063da9c8b588a12,"['58ca77679a794700b1e37f0a', '5409f1b7e063daa0f408aec4', '5409f1bee063daa0f408aed6', '621a3d0c9a794728d449ae5e']",26159,1.203,54.433
6263e4a49a79475fce86fe72oo_jFO5sTxS7qhfL2KxAPw,"['храм', 'гроб', 'господин', 'иерусалим', 'сойти', 'благодатный', 'огонь']",2022-04-23 11:44:46,oo_jFO5sTxS7qhfL2KxAPw,['5a8d11a39a7947c5e1550980'],3.178,5433e5decbb20f277b20eca9,"['5433ca2ecbb20f61d3ed6154', '5817f60c9a79472cc8b12332', '5592a6ee9a794719538ceb62']",7875,1.075,36.99
62569aac9a794728aad5172a931UG6l3TcGNiYIOs6wAJg,"['минобороны', 'показать', 'пуск', 'ракета', 'калибр', 'черный', 'море', 'объект', 'вес']",2022-04-13 10:35:03,931UG6l3TcGNiYIOs6wAJg,[],0.0,5409f11ce063da9c8b588a12,"['621a3d0c9a794728d449ae5e', '5409f198e063daa0f408ae6b', '54a3bc719a79475cf558319d', '5668323d9a7947ddc88702ff', '5458821ecbb20feed14fd08a']",5517,1.099,60.087
625f92939a79476c059608d0-mMYiyzMSxebMCHehfB-1g,"['правительство', 'эстония', 'выделить', 'миллион', 'беженец', 'безопасность']",2022-04-20 05:41:21,-mMYiyzMSxebMCHehfB-1g,[],0.0,5409f11ce063da9c8b588a12,"['5409f38fe063daa0f408b2e5', '5409f17fe063daa0f408ae2a', '559291ff9a794751dc83768e', '566951239a79479eb17ab51f']",2674,1.052,41.922
6288d1cb9a79472bcfd46011UdsrJbJsSNurxd99Bo9YoQ,"['делегация', 'россия', 'покинуть', 'встреча', 'министр', 'атэс', 'время', 'выступление', 'сша']",2022-05-21 12:17:58,UdsrJbJsSNurxd99Bo9YoQ,['5f36b3779a794782606d90c9'],0.0,5409f11ce063da9c8b588a12,"['544e489fcbb20fa840684f62', '55155a7f9a79476438e357e2', '5409f15ee063daa0f408adb0', '542a2044cbb20f59f1b53063', '5409f188e063daa0f408ae3c']",17182,1.045,41.567
620ddc6c9a794753ae70c7eamVTas6GaRgeU8_uC3tV5Cg,"['танк', 'западный', 'военный', 'округ', 'выдвинуться', 'гарнизон']",2022-02-17 05:54:20,mVTas6GaRgeU8_uC3tV5Cg,[],0.0,5409f11ce063da9c8b588a12,"['544fc6d6cbb20f68ebc8f49f', '5409f196e063daa0f408ae67', '552d2a169a79473adb290f97']",4525,1.115,26.807
6290e3cf9a79474490024aedNJfgJIXSROmymAnwzhXLyw,"['фаса', 'получить', 'ходатайство', 'покупка', 'бизнес', 'макдоналдс', 'россия']",2022-05-27 15:00:05,NJfgJIXSROmymAnwzhXLyw,[],0.0,540d5eafcbb20f2524fc0509,"['5409f18be063daa0f408ae48', '5409f413e063daa0f408b556']",2242,1.067,26.673
627cd8419a7947fdc626129aQQoRcnTGQrS492bAchy8tw,"['япония', 'сообщить', 'запуск', 'баллистический', 'ракета', 'сторона', 'кндр']",2022-05-12 10:34:05,QQoRcnTGQrS492bAchy8tw,[],0.0,5409f11ce063da9c8b588a12,"['5428d8aecbb20f531f21a38c', '543bd8a4cbb20f78726a6f6c', '5581c42d9a794767c04ef630', '5409f15ae063daa0f408ad8c']",1844,1.046,47.017
6287583d9a79474476258065H3gRHH_aQheHDGnhP4tvPA,"['франция', 'бельгия', 'выявить', 'первый', 'случай', 'заражение', 'оспой', 'обезьенин']",2022-05-20 10:01:14,H3gRHH_aQheHDGnhP4tvPA,[],0.0,5433e5decbb20f277b20eca9,"['5409f15ae063daa0f408ad8a', '54354834cbb20f14c07adfa8', '543e39c3cbb20f44458c926e']",4406,1.065,46.255
623c665b9a79474736e5debbqLQc461XQ2eaJd9_zh4C9g,"['гинцбург', 'опровергнуть', 'сообщение', 'отъезд', 'израиль']",2022-03-24 13:16:59,qLQc461XQ2eaJd9_zh4C9g,['619226fb9a7947e681606cc3'],0.0,5433e5decbb20f277b20eca9,"['60001d189a79473cc91b256d', '60001cfb9a79473cd0b147cd', '54262362cbb20f6397b0bd18', '54f80ba69a7947200969dd41']",18181,1.157,52.054
620fc40a9a7947a3601d9fbcepDFvMcjQdWcTI2pvy4rJA,"['здание', 'правительство', 'донецк', 'взорваться', 'машина']",2022-02-18 16:06:40,epDFvMcjQdWcTI2pvy4rJA,['5878a2ec9a7947e531faf52c'],7.277,5409f11ce063da9c8b588a12,"['5409f163e063daa0f408adc7', '5427a33acbb20f0fc60a86a4']",84126,1.227,39.883
627bf5f79a7947badb66df74BcBqCgI9TTSFdhGStuYMDw,"['чесак', 'покинуть', 'совет', 'директор', 'тинькофф', 'банк']",2022-05-11 18:08:22,BcBqCgI9TTSFdhGStuYMDw,[],0.0,540d5eafcbb20f2524fc0509,"['55755e5c9a7947b830dc3bd1', '54f9d33b9a79472f74f6969b', '559293a99a794751dc83984d']",3196,1.065,37.453
62783c099a79473efa0630d5nN0V_BgdQw-TEzMrzkrQwA,"['оон', 'мккк', 'сообщить', 'эвакуация', 'мирный', 'житель', 'мариуполь']",2022-05-08 22:18:00,nN0V_BgdQw-TEzMrzkrQwA,[],0.0,5409f11ce063da9c8b588a12,[],1762,1.051,46.198
6266ad459a79479859e00e04jBr1CeUmT7SaranXoT-pqg,"['полиция', 'обязать', 'уведомлять', 'хозяин', 'вскрытие', 'квартира', 'машина', 'час']",2022-04-25 14:54:25,jBr1CeUmT7SaranXoT-pqg,[],0.0,5433e5decbb20f277b20eca9,"['5409f19be063daa0f408ae78', '55642b889a79472dc748a001', '552d26659a794730c263f8db']",4149,1.063,37.166
627a28219a79472db2cd56f47B6K5-czT6i2RIR10MfwZg,"['мид', 'напомнить', 'доктрина', 'ответ', 'вопрос', 'ядерный', 'удар', 'украина']",2022-05-10 09:11:25,7B6K5-czT6i2RIR10MfwZg,[],0.0,5409f11ce063da9c8b588a12,"['56dd876a9a7947594f56ef6a', '542e04b5cbb20f1f21570cba', '5409f1a3e063daa0f408ae98', '565efae69a79479cefeb69af', '5409f15de063daa0f408ada8', '589a730f9a794712689db6e5']",20385,1.062,27.908
625e3b899a7947f654590d83ZxQnQtTdTWmtCNApY_BDDQ,"['глава', 'калининградский', 'область', 'заявить', 'невозможность', 'блокада', 'регион']",2022-04-19 05:09:45,ZxQnQtTdTWmtCNApY_BDDQ,[],0.0,5409f11ce063da9c8b588a12,"['547c549ecbb20f3a16d83819', '5409f1ffe063daa0f408af65', '587f71d49a79479d68d07ab8']",5365,1.036,41.976
620232f79a794762c30bdca86N9K5s_0R4CYcMTFyOqEDw,"['дело', 'смерть', 'пациент', 'клиника', 'петербург', 'появиться', 'новый', 'фигурант']",2022-02-08 09:58:44,6N9K5s_0R4CYcMTFyOqEDw,[],0.0,5433e5decbb20f277b20eca9,"['5409f175e063daa0f408ae02', '5592aafb9a794719538d1cf3', '56a7d7059a79475bb4b408dc', '5429372bcbb20f106a5f76a9', '5453d4ffcbb20f4005cda8c9']",11591,1.176,44.552
625e4a939a7947fbe79448ffC7rNRocrTIazasIkNOIS1A,"['фиджи', 'просить', 'запретить', 'связать', 'керимовой', 'яхта', 'покидать', 'страна']",2022-04-19 06:29:59,C7rNRocrTIazasIkNOIS1A,['5a9fa2e39a79470cd086f61a'],1.452,5409f11ce063da9c8b588a12,"['54dca6a59a794714bd831a97', '552cd8179a7947e9b5a8836f', '5836ab989a7947702752a22e']",5539,1.055,36.198
624ebdbe9a7947b6adaddaedHXz_yQfpTzGHvAKu_-QIEg,"['россиянин', 'счесть', 'необходимый', 'осваивать', 'профессия', 'жизнь']",2022-04-07 11:39:01,HXz_yQfpTzGHvAKu_-QIEg,['60fa94ed9a7947b7152c986a'],0.613,5433e5decbb20f277b20eca9,"['587dead29a794758f0822717', '54caf8599a7947b081dfb817', '57ce9ef19a7947293704f13d']",18326,1.154,35.856
62733cb29a7947546ce1bc20YfOXwvIFQjqK0eyL252SNQ,"['рий', 'новость', 'узнать', 'человек', 'бункер', 'азовсталь']",2022-05-05 03:22:45,YfOXwvIFQjqK0eyL252SNQ,[],0.0,5409f11ce063da9c8b588a12,"['58b6f4f29a79474561a7bc66', '56238e3e9a794779de6f17a6', '543d3460cbb20f079e577c75', '621a3d0c9a794728d449ae5e', '5433b34ccbb20fc755c7f50e']",9301,1.06,41.737
62079e099a7947ca4ea90c7dbm9KZ04MT2eSFIywqfYpKQ,"['россия', 'увеличить', 'количество', 'рейс', 'германия', 'венгрия', 'шриланка']",2022-02-12 12:17:14,bm9KZ04MT2eSFIywqfYpKQ,[],0.0,5433e5decbb20f277b20eca9,"['559294209a794751dc83a179', '548b1d422ae596424c8a515d', '5409f200e063daa0f408af68', '5409f17be063daa0f408ae13', '58b9a72d9a79474b530f973b']",57703,1.183,32.593
62902fbb9a7947fcc50d5ba0ud1S868qTwe0PPZYaaxrsw,"['corriere', 'della', 'sera', 'узнать', 'предложение', 'джонсон', 'создать', 'альтернатива', 'ес']",2022-05-27 02:13:42,ud1S868qTwe0PPZYaaxrsw,[],4.095,5409f11ce063da9c8b588a12,"['573809129a7947949c3016fe', '59e769ab9a794784016dbf12', '5409f1afe063daa0f408aeb7', '5409f15de063daa0f408ada8', '5409f168e063daa0f408add3']",11024,1.036,25.517
6272af6b9a7947338c144c739i2-fEo1QXqeUQeFamrZYQ,"['байден', 'предложить', 'американец', 'перейти', 'электрокар', 'солнечный', 'батарея']",2022-05-04 17:28:18,9i2-fEo1QXqeUQeFamrZYQ,['5edf68259a79470758e7ab2d'],3.167,5409f11ce063da9c8b588a12,"['546e40e7cbb20f1d52dbaa55', '55928fe99a794751dc8347b1', '5462182ccbb20f1e26c33e66']",5020,1.057,25.777
62531c679a794775c4e28140opiV1ES5RCi3K63pqWomVQ,"['цик', 'огласить', 'явка', 'выборы', 'президент', 'южный', 'осетие']",2022-04-10 19:09:29,opiV1ES5RCi3K63pqWomVQ,[],0.0,5409f11ce063da9c8b588a12,"['546a3320cbb20fe17cdc5661', '55928c5f9a794751dc82f047', '5456a3becbb20f36e0721813', '58eb79279a794790272ed0fe']",2910,1.077,45.12
61faa4019a79471142cd6944xCFFTAIeRo6bPOyC9qwB6w,"['пандемия', 'россиянин', 'запасаться', 'попкорн']",2022-02-04 03:00:10,xCFFTAIeRo6bPOyC9qwB6w,"['582eff1c9a7947115bf77ff6','610a73bd9a7947cc632604e7']",0.916,540d5eafcbb20f2524fc0509,"['546b5084cbb20f62d17a4ef2', '5432c059cbb20f1b72fe4201', '5a2f7f0a9a7947211fc85712', '5409f40ee063daa0f408b534', '56a88f629a7947f5e7e9ce5f']",11918,1.134,11.378
62838f789a79477e6393be28FfQaK0xjT9C8qaU2mvstOg,"['офис', 'зеленский', 'вслед', 'мид', 'россия', 'сообщить', 'приостановка', 'переговоры']",2022-05-17 13:17:43,FfQaK0xjT9C8qaU2mvstOg,['5b4c70ae9a79472e05ca3037'],4.476,5409f11ce063da9c8b588a12,"['5409f309e063daa0f408b1dd', '5409f15de063daa0f408ada8', '5409f140e063daa0f408ad1d', '621a3d0c9a794728d449ae5e']",80242,1.058,29.933
628d97539a794708c81dfc2e8bAaNNQZRiGXdglq3aaDSA,"['wp', 'узнать', 'сша', 'вооружать', 'тайвань', 'пример', 'поставка', 'украина']",2022-05-25 03:02:26,8bAaNNQZRiGXdglq3aaDSA,['60bf2f0f9a79475cc856c5a1'],4.594,5409f11ce063da9c8b588a12,"['5409f15ee063daa0f408adb0', '5409f41fe063daa0f408b5a1', '5409f15de063daa0f408ada8', '54d9ca719a7947cc127170f8']",6107,1.056,27.722
623882d99a79476d9ca054ab_cb1y42eQMC9VGQ8yTj-pw,"['россия', 'признать', 'экстремистский', 'запретить', 'facebook', 'instagram']",2022-03-21 13:51:31,_cb1y42eQMC9VGQ8yTj-pw,"['5cc18fcd9a79473f104a314a','60fa94ed9a7947b7152c986a']",4.083,5409f11ce063da9c8b588a12,"['5409f289e063daa0f408b0da', '54289bd7cbb20f853ab53256']",114194,1.243,37.055
620249d49a79476f5b5e131dIiKQyjm7TZCJH89m0Eo_dQ,"['бортник', 'отчитаться', 'предотвратить', 'россия', 'колумбайн']",2022-02-08 12:01:47,IiKQyjm7TZCJH89m0Eo_dQ,['60bf2f0f9a79475cc856c5a1'],2.268,5433e5decbb20f277b20eca9,"['5443e809cbb20f424c0ddb12', '5409f401e063daa0f408b500', '5426f065cbb20f95cd885fe2', '5409f1b9e063daa0f408aeca', '5409f15be063daa0f408ad93', '5409f1e4e063daa0f408af3b', '543da98fcbb20fa86a2f74ad', '549253869a794759d029fde7']",8717,1.12,24.045
6260cf129a794742285eb708zAywGLKYT3Cw62Si8Hnuaw,"['крушение', 'самолет', 'столица', 'гаить', 'погибнуть', 'шесть', 'человек']",2022-04-21 03:48:32,zAywGLKYT3Cw62Si8Hnuaw,[],0.0,5433e5decbb20f277b20eca9,"['5446d54dcbb20fbb25f92ea2', '54302b68cbb20f69baa76772']",1974,1.057,45.795
620aef7e9a79473a5cb324ddnzC4Xz6oRfyBWTxtTCkR0Q,"['захаров', 'назвать', 'истинный', 'враг', 'украина', 'элита']",2022-02-15 00:26:09,nzC4Xz6oRfyBWTxtTCkR0Q,[],0.0,5409f11ce063da9c8b588a12,"['59e769ab9a794784016dbf12', '5409f15de063daa0f408ada8', '556e926a9a794721a7851f18', '54c9f4569a7947403abe9156']",9056,1.185,43.75
628735309a7947325ac58fdceA4nUYyYTOS4Fouv-xKtTg,"['ущерб', 'преступление', 'россия', 'вырасти']",2022-05-20 07:04:50,eA4nUYyYTOS4Fouv-xKtTg,[],0.0,5433e5decbb20f277b20eca9,"['5409f19be063daa0f408ae78', '547f04b8cbb20f751c17a17f', '59e7699a9a794784016da306']",1613,1.091,48.977
61fcd96b9a79474668903fa7G49UXTx0S5yyJcZqS2wU5Q,"['мид', 'видеть', 'неожиданный', 'обвинение', 'нуланда', 'утечка', 'ответ', 'сша']",2022-02-04 08:01:09,G49UXTx0S5yyJcZqS2wU5Q,[],0.0,5409f11ce063da9c8b588a12,"['5409f15ee063daa0f408adb0', '5409f140e063daa0f408ad1d', '565efae69a79479cefeb69af', '5431f06ecbb20fbb1cc0b6e6']",10358,1.156,41.021
625331829a794779ef8866468-vZWkvLQbOcfXQ_t2d49g,"['мид', 'заявить', 'существование', 'список', 'нежелательный', 'лицо', 'сша', 'ес']",2022-04-10 21:49:38,8-vZWkvLQbOcfXQ_t2d49g,['5bfd1d039a794755995093f8'],0.913,5409f11ce063da9c8b588a12,"['5409f1a3e063daa0f408ae98', '5409f15ee063daa0f408adb0', '5409f168e063daa0f408add3', '543b6dc4cbb20f18e6572ee8']",3646,1.071,46.654
61fa78ee9a7947f8529f8c20kbVi34bnRgSvT4HaaksWNA,"['скворцов', 'заявить', 'хороший', 'переносимость', 'вакцина', 'фмба', 'конвасэл']",2022-02-02 13:01:21,kbVi34bnRgSvT4HaaksWNA,[],0.0,5433e5decbb20f277b20eca9,"['54bf7d449a79475c6562b59e', '5577f72f9a7947f6177effbc', '60cc2b489a7947b296493579']",6071,1.181,51.87
61fabfea9a794719f0961f55XIDTflVsRiW8S7lilkXgRA,"['пентагон', 'подтвердить', 'подлинность', 'опубликовать', 'el', 'pas', 'ответ', 'сша']",2022-02-02 17:44:21,XIDTflVsRiW8S7lilkXgRA,[],2.431,5409f11ce063da9c8b588a12,"['542b3d10cbb20f47c07dcb55', '61c4adf49a794711387ad6ed', '5446c96bcbb20f3824f54e73']",20473,1.169,45.455
628c8e3f9a79472dd334a93elw_2JNcLSv-VlkrfclfzcQ,"['российский', 'военный', 'уничтожить', 'донбасса', 'склад', 'снаряд', 'гаубица', 'сша']",2022-05-24 08:17:11,lw_2JNcLSv-VlkrfclfzcQ,['5b4c70ae9a79472e05ca3037'],3.209,5409f11ce063da9c8b588a12,"['5409f198e063daa0f408ae6b', '621a3d0c9a794728d449ae5e', '565059449a79475046a4f4eb', '5435dbcfcbb20ff507c9390d']",9653,1.055,34.207
6253e0609a7947a91068cdc2fj5XzqrLRz2WI1jj7a3VHw,"['литва', 'сообщить', 'работа', 'новый', 'пакет', 'санкция', 'ес', 'против', 'россия']",2022-04-11 08:34:13,fj5XzqrLRz2WI1jj7a3VHw,['5b4c70ae9a79472e05ca3037'],3.085,5409f11ce063da9c8b588a12,"['5409f1ffe063daa0f408af65', '5409f294e063daa0f408b111', '5409f16ae063daa0f408adda']",29676,1.122,25.903
62451c8a9a7947a47400bfdaR24hvf-jTayo4TT9o3bSgA,"['порт', 'владивосток', 'заметить', 'яхта', 'мордашов']",2022-03-31 04:39:41,R24hvf-jTayo4TT9o3bSgA,['5bfd1d039a794755995093f8'],4.793,540d5eafcbb20f2524fc0509,"['5608e2d59a794711bcc0bcda', '549d22d49a794774b9d4b461', '5592a85f9a794719538cffcc', '546b4c85cbb20f30a8ff0b80']",93941,1.148,31.665
6241de879a79470d2ed305c78NWpmi_STQakyEVYX8Madw,"['генсек', 'оон', 'слово', 'байден', 'путина', 'призвать', 'избегать', 'риторика']",2022-03-28 16:33:45,8NWpmi_STQakyEVYX8Madw,['604f2c199a79478ec0029eae'],3.372,5409f11ce063da9c8b588a12,"['5409f1b7e063daa0f408aec4', '57ff8bf29a79478596746d27', '546e40e7cbb20f1d52dbaa55', '58abcf539a7947f18bc079eb']",108923,1.079,37.697
620b9b3b9a79477bf63f907feY4_d5L5TJmKqo9h1vHuKw,"['греф', 'допустить', 'повышение', 'ставка', 'вклад', 'кредит']",2022-02-15 12:50:23,eY4_d5L5TJmKqo9h1vHuKw,[],0.0,5409f11ce063da9c8b588a18,"['5592b47c9a7947e00d5b5d18', '5409f160e063daa0f408adb8', '542d0fe4cbb20fdf04cd5adc']",19789,1.134,37.612
620d86e09a794741df1537c8wLuXqM__QHKnJBcCtDkIDg,"['захаров', 'оценить', 'закрытие', 'зеленский', 'телеканал', 'фраза', 'капать', 'демократия']",2022-02-16 23:37:07,wLuXqM__QHKnJBcCtDkIDg,[],0.0,5409f11ce063da9c8b588a12,"['556e926a9a794721a7851f18', '59e769ab9a794784016dbf12', '5409f15de063daa0f408ada8', '54254296cbb20f71947b9e01', '5935a0ec9a794711c795c324', '5409f37be063daa0f408b2ae']",24198,1.073,31.924
626a77099a7947709ccd8797hBwL1xXLRpuOJc_NPUxH2w,"['мид', 'сообщить', 'содействие', 'госдеп', 'проблема', 'счет', 'консульство', 'россия']",2022-04-28 11:21:12,hBwL1xXLRpuOJc_NPUxH2w,[],2.893,5409f11ce063da9c8b588a12,"['56fd09719a7947fb6842881e', '551d0c449a7947be038bc393', '5409f1a3e063daa0f408ae98', '556e926a9a794721a7851f18']",5699,1.038,27.636
624c03a39a794747dc04a7145sHoC5DQRYyOR92V_ypG3A,"['италие', 'объявить', 'высылка', 'российский', 'дипломат']",2022-04-05 09:04:49,5sHoC5DQRYyOR92V_ypG3A,['6130a7379a79472aeb4546e3'],2.121,5409f11ce063da9c8b588a12,"['5409f21ee063daa0f408afc1', '5409f140e063daa0f408ad1d', '551656679a794722a8dc063c', '5469cf98cbb20fd7ebe2d5c3']",20073,1.165,35.226
626123a09a79477d6c0720d8yB-bX3OiTviLMIhZwoQbNQ,"['посол', 'заявить', 'положительный', 'оценка', 'россия', 'встреча', 'украина', 'израиль']",2022-04-21 09:34:20,yB-bX3OiTviLMIhZwoQbNQ,[],2.642,5409f11ce063da9c8b588a12,"['54262362cbb20f6397b0bd18', '58abcf539a7947f18bc079eb', '59e769ab9a794784016dbf12', '5409f15de063daa0f408ada8']",9558,1.095,45.187
6267ad059a7947ef06b416bcbl343MdJQFO_jZQ_18GWGQ,"['миротворец', 'заявить', 'контроль', 'ситуация', 'приднестровье']",2022-04-26 09:32:56,bl343MdJQFO_jZQ_18GWGQ,[],0.0,5409f11ce063da9c8b588a12,"['546227e6cbb20fd8d05686b3', '5473a8d1cbb20fa8c52e332f']",4387,1.04,19.968
6260283d9a79472f3334453b1PrjGkXHQKKtSRe_fYbUcg,"['rtvi', 'подать', 'суд', 'первый', 'канал', 'изза', 'шоу', 'собчак', 'гордон']",2022-04-20 17:45:19,1PrjGkXHQKKtSRe_fYbUcg,['610a73bd9a7947cc632604e7'],7.752,540d5ecacbb20f2524fc050a,"['57e0742a9a79470106653807', '5526c0c19a794731185f79e3', '549a99a59a794711749dc8f2', '55d309939a79470be8c77d02', '5409f145e063daa0f408ad30']",14135,1.032,17.255
627fb3759a794766c673a7a4k8emrT_ORXKMFSYvrgplgw,"['лавр', 'обвинить', 'запад', 'прямой', 'грабеж', 'россия']",2022-05-14 14:22:07,k8emrT_ORXKMFSYvrgplgw,[],0.0,5409f11ce063da9c8b588a12,"['545c81a6cbb20fca592f6ed2', '549a51e19a79477c9a288f5f', '5409f1a3e063daa0f408ae98', '5409f1a9e063daa0f408aea5']",7153,1.056,40.752
620a17b79a79476770ee977eCJ5b6zdwSzWIRjVtFfj-1w,"['минздрав', 'сообщить', 'состояние', 'жириновский']",2022-02-14 08:51:29,CJ5b6zdwSzWIRjVtFfj-1w,['604f2c199a79478ec0029eae'],4.504,5409f11ce063da9c8b588a12,"['546c644dcbb20feb6e4c2cb9', '54579d2dcbb20f99bc8c8cc1', '54f5a3f89a79472795e6331f']",236654,1.105,37.874
627a3cff9a794730c65d3b6ag1-j_zisSAapXoa18cCUwQ,"['россия', 'блокировать', 'подкаст', 'медиазон']",2022-05-10 15:33:43,g1-j_zisSAapXoa18cCUwQ,['61811d649a7947d02fdf5d95'],0.0,540d5ecacbb20f2524fc050a,"['56e189fb9a79477bff9628eb', '5409f41ce063daa0f408b582', '542580eacbb20f48618cb28b', '543e9ac9cbb20f2f475c02e6', '54ede9809a79479d1042e15d']",1394,1.067,32.353
6201061d9a794784cfbe2c7fdSF8k6slTZOfEYZ_dJc1fw,"['захаров', 'заявить', 'российский', 'войска']",2022-02-07 12:32:47,dSF8k6slTZOfEYZ_dJc1fw,[],0.0,5409f11ce063da9c8b588a12,"['556e926a9a794721a7851f18', '5409f15de063daa0f408ada8', '5459051ecbb20f3c97e62f04', '5409f1a3e063daa0f408ae98']",11994,1.155,42.179
6285f0c79a7947c127bab983z1DcjIxNS22Em6x4VCH7Rw,"['клишас', 'заявить', 'провал', 'программа', 'импортозамещение', 'россия']",2022-05-19 08:30:20,z1DcjIxNS22Em6x4VCH7Rw,['5a8d11a39a7947c5e1550980'],11.07,5409f11ce063da9c8b588a12,"['559bc4279a79472c67243d18', '5409f398e063daa0f408b312', '5592b3239a7947d55bf524d5']",134676,1.04,31.585
627cffe79a794711eac1ec8b3qUn2W-GS_mayHvEpRUZvA,"['мчс', 'предложить', 'прекратить', 'сжигать', 'сухой', 'трава']",2022-05-12 13:12:33,3qUn2W-GS_mayHvEpRUZvA,['604f2c199a79478ec0029eae'],1.839,5409f11ce063da9c8b588a12,"['55928bb99a794751dc82e38a', '5409f176e063daa0f408ae05', '552b6d629a79471aafa49bd8', '5534fdc09a79471d72075af0', '56092da49a7947bee37b985f']",3394,1.058,33.707
628f9e1e9a7947d721101e9dGuhjs7vzRDyXsmzxmNVSrQ,"['володина', 'ответить', 'турчак', 'замечание', 'поездка', 'депутат', 'днр', 'лнр']",2022-05-26 16:33:10,Guhjs7vzRDyXsmzxmNVSrQ,['5e1ddee09a7947609de2f69b'],4.696,5409f11ce063da9c8b588a12,"['54986c919a79474919ad01f4', '5551b9de9a79475cf55f6156', '5409f145e063daa0f408ad35', '5409f15de063daa0f408ada8', '5409f191e063daa0f408ae5c', '5409f1a2e063daa0f408ae94', '5433603acbb20f6e5def0cc5', '5447cbddcbb20f554b5fd65d']",15487,1.053,26.435
626e406c9a794713938a18f5kxM0Q5f4SSyZioGWDGsHxQ,"['глава', 'мид', 'германие', 'назвать', 'условие', 'отмена', 'санкция', 'против', 'россия']",2022-05-01 09:43:12,kxM0Q5f4SSyZioGWDGsHxQ,['5bfd1d039a794755995093f8'],8.439,5409f11ce063da9c8b588a12,"['610152559a79472a1a3b49ee', '5409f200e063daa0f408af68', '5409f294e063daa0f408b111', '621a3d0c9a794728d449ae5e', '54e472319a79473c89609edf']",19898,1.061,19.037
626cf4059a79474abf1e6cf7L2ZbyMC3RRCAZVg9aRRbEA,"['ск', 'возбудить', 'уголовный', 'дело', 'изза', 'пожар', 'сахалинский', 'грэс']",2022-04-30 09:06:16,L2ZbyMC3RRCAZVg9aRRbEA,[],0.0,5433e5decbb20f277b20eca9,"['559293bd9a794751dc8399d3', '5430b863cbb20f5b50fb21d0', '54abdb539a7947e3eecef12a', '5409f3a4e063daa0f408b34f']",1520,1.088,48.092
5afd8e7f9a794772862de1991gEFQBfVT9K-yv5NZwLNmQ,"['улюкаев', 'сердюкова', 'российский', 'чиновник', 'следствие']",2022-04-29 09:23:19,1gEFQBfVT9K-yv5NZwLNmQ,['596360489a7947894da539d3'],1.076,5409f11ce063da9c8b588a12,"['5409f144e063daa0f408ad26', '5409f146e063daa0f408ad44', '5409f33de063daa0f408b245']",8364,1.079,40.985
